number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_early_stopping_rounds,params_gamma,params_grow_policy,params_learning_rate,params_max_delta_step,params_max_depth,params_max_leaves,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_subsample,state
299,1.755280118377401,2026-02-12 23:57:27.146881,2026-02-12 23:57:43.357620,0 days 00:00:16.210739,0.7426053247513525,707,8.214970698481233,lossguide,0.005745566248641181,8,7,382.0,0.10050179415378892,0.07161712812830406,17.357403602768134,0.85754514118022,COMPLETE
300,1.755154374142684,2026-02-13 20:36:39.303686,2026-02-13 20:37:07.196038,0 days 00:00:27.892352,0.7655427992588237,725,7.957795524141682,lossguide,0.006393461976626745,0,8,170.0,0.13162872130718786,2.6548394222367275e-06,32.2174553519466,0.8268812521419571,COMPLETE
301,1.7559398870428513,2026-02-13 20:36:39.314060,2026-02-13 20:37:09.106949,0 days 00:00:29.792889,0.7674563328292661,724,8.038583627831331,lossguide,0.006370523919660633,8,8,185.0,0.13820800355333543,3.7809362055114855e-06,12.51331240418314,0.8269790377023182,PRUNED
302,1.7550685642808117,2026-02-13 20:36:39.321246,2026-02-13 20:37:03.878544,0 days 00:00:24.557298,0.7628609490828118,724,8.644727953598794,lossguide,0.006328160731252727,0,7,174.0,0.16149735000328866,5.003597038882662e-07,31.544127552194052,0.8704054058576748,COMPLETE
303,1.7566322273825585,2026-02-13 20:36:39.321476,2026-02-13 20:37:05.409042,0 days 00:00:26.087566,0.768493239338782,722,7.957063722050127,lossguide,0.00631720761099822,8,8,245.0,0.14102639142863815,1.071470205481678e-05,12.862311153307473,0.872764951345891,PRUNED
304,1.7558610393117458,2026-02-13 20:36:39.322483,2026-02-13 20:37:08.972216,0 days 00:00:29.649733,0.7442048308677194,723,7.887289098061789,lossguide,0.006357688893536665,8,8,242.0,0.13344879110415905,5.569062209774827e-07,31.16491310967805,0.8686173143224958,PRUNED
305,1.7557087453834392,2026-02-13 20:36:39.331423,2026-02-13 20:37:08.892258,0 days 00:00:29.560835,0.7592997389327943,725,8.016307641742664,lossguide,0.006398782222918546,0,8,187.0,0.15352298498796155,3.847049035531194e-06,21.755501393641914,0.8277516813313512,PRUNED
306,1.7803190336992027,2026-02-13 20:36:39.332205,2026-02-13 20:37:24.433096,0 days 00:00:45.100891,0.5907895264584059,723,2.255531771271049,lossguide,0.006529632991961826,0,7,240.0,0.14022631436701588,9.837941568087932e-06,30.51725089849047,0.868602579121767,PRUNED
307,1.7555589560658018,2026-02-13 20:36:39.332674,2026-02-13 20:37:07.282045,0 days 00:00:27.949371,0.7464924843597459,692,7.957220962069913,lossguide,0.006495774727649432,0,8,193.0,0.13208820927172876,9.593876185877871e-06,12.256071821156386,0.8652110104997314,PRUNED
308,1.7554370120665492,2026-02-13 20:37:03.996466,2026-02-13 20:37:31.565427,0 days 00:00:27.568961,0.7461892263238776,766,8.6365194666636,lossguide,0.0062455642446736575,8,8,421.0,0.1373948130925056,2.5872674797497966e-06,12.812001290028329,0.8268381705211022,PRUNED
309,1.7548340085681966,2026-02-13 20:37:05.515555,2026-02-13 20:37:36.212313,0 days 00:00:30.696758,0.5839959216070875,766,8.068214467266875,lossguide,0.0056916115445554685,8,8,417.0,0.13735249826215898,2.9178584742390695e-06,21.666166720379497,0.8306988871770652,COMPLETE
310,1.7539156536949483,2026-02-13 20:37:07.275028,2026-02-13 20:37:35.399559,0 days 00:00:28.124531,0.5841644309616065,766,8.610602308639168,lossguide,0.005680723219785145,8,7,416.0,0.13951573302294673,1.8509253464625284e-05,40.2439432102903,0.8330256970965011,COMPLETE
311,1.754393842719641,2026-02-13 20:37:07.340212,2026-02-13 20:37:33.609389,0 days 00:00:26.269177,0.584633032281574,766,8.621152963532445,lossguide,0.005630513106943993,8,7,404.0,0.14501688780391647,1.860152699380608e-05,21.913649231567216,0.8339550456211648,COMPLETE
312,1.753574363064172,2026-02-13 20:37:08.966353,2026-02-13 20:37:39.845086,0 days 00:00:30.878733,0.5844676784364549,436,8.629669143404856,lossguide,0.005698273296164442,8,7,410.0,0.14166005696769846,2.7669103714272334e-06,40.85633329820268,0.832527337773815,COMPLETE
313,1.7542087176682337,2026-02-13 20:37:09.044881,2026-02-13 20:37:36.113520,0 days 00:00:27.068639,0.5872686143715413,767,8.640390662184359,lossguide,0.005630355535426587,8,7,422.0,0.1164310704189817,0.4814764019978371,39.88942279637954,0.8296570716180474,COMPLETE
314,1.7594917538983408,2026-02-13 20:37:09.170267,2026-02-13 20:37:44.604571,0 days 00:00:35.434304,0.58067764380405,766,8.647587149171075,lossguide,0.005647863167486682,8,7,417.0,0.11482801797722351,0.5135541864175962,40.49204219065455,0.6013953846068303,PRUNED
315,1.753970143753537,2026-02-13 20:37:24.496706,2026-02-13 20:37:52.289263,0 days 00:00:27.792557,0.5804487209369639,763,8.622787725937359,lossguide,0.005605881600043698,8,7,412.0,0.11585876604057997,0.565311897056148,39.59136597720656,0.8315527684384361,COMPLETE
316,1.7636610365257703,2026-02-13 20:37:31.655828,2026-02-13 20:38:10.667793,0 days 00:00:39.011965,0.9497928789205404,789,5.175786290784174,lossguide,0.005607492513212557,8,7,353.0,0.11662076253714754,0.03631928578467571,40.578198543650664,0.8353045564221047,PRUNED
317,1.7536940688622267,2026-02-13 20:37:33.676607,2026-02-13 20:38:01.560963,0 days 00:00:27.884356,0.5770927718297691,790,8.774529047168702,lossguide,0.005615391502142329,8,7,468.0,0.11536482224973647,0.6289782105605821,41.59388823695122,0.8117300664664016,COMPLETE
318,1.7563676816757294,2026-02-13 20:37:35.485012,2026-02-13 20:38:12.315729,0 days 00:00:36.830717,0.5820011291307795,790,8.795193175175774,lossguide,0.005627364346871875,8,7,308.0,0.11100349093380844,1.9824296286611377e-05,2.4920999042808405,0.8169618093725369,PRUNED
319,1.7534425748672664,2026-02-13 20:37:36.194834,2026-02-13 20:38:05.813479,0 days 00:00:29.618645,0.5750601917445854,789,8.824560377109886,lossguide,0.0053027270577285755,8,7,358.0,0.11269236515391017,1.8668918231242877e-05,38.55985888103512,0.8122208146244467,COMPLETE
320,1.75792372782631,2026-02-13 20:37:36.272782,2026-02-13 20:38:09.549459,0 days 00:00:33.276677,0.9955498544207786,787,8.799418019761031,lossguide,0.00531259021359328,8,7,467.0,0.11534901146768714,0.3511291716714445,41.3711331997648,0.8128173792288509,PRUNED
321,1.7646145170767464,2026-02-13 20:37:39.911195,2026-02-13 20:38:22.042249,0 days 00:00:42.131054,0.5795327419016847,437,4.480249988922607,lossguide,0.0053103630414207395,8,7,471.0,0.1648221532697452,7.415536363793455e-06,42.625987349409364,0.8124232803543255,PRUNED
322,1.753701547260657,2026-02-13 20:37:44.697898,2026-02-13 20:38:14.717842,0 days 00:00:30.019944,0.5862910904528281,419,8.759361918994463,lossguide,0.00530021371793617,8,7,468.0,0.11593015732030082,1.3729049114998957e-05,40.432008497219066,0.814281084983864,COMPLETE
323,1.7869373740106647,2026-02-13 20:37:52.355487,2026-02-13 20:38:54.487755,0 days 00:01:02.132268,0.5949155757217546,789,4.438325578661377,lossguide,0.005306596111852625,8,7,473.0,0.16646831233123546,0.3298329060458287,42.36386824436879,0.5640286108376422,PRUNED
324,1.7533437943714778,2026-02-13 20:38:01.625408,2026-02-13 20:38:30.443193,0 days 00:00:28.817785,0.5885903566455146,426,8.89810773528025,lossguide,0.005399135458558662,8,7,460.0,0.17077440549619957,0.2684799147033165,37.67815037312168,0.8144050295942091,COMPLETE
325,1.754166114485049,2026-02-13 20:38:05.872117,2026-02-13 20:38:34.933669,0 days 00:00:29.061552,0.5924786491288805,371,8.82842891932535,lossguide,0.0053807147533763205,8,7,470.0,0.15992120520338773,0.2339061886992161,41.21441173188113,0.8161296379968369,COMPLETE
326,1.7536037473467287,2026-02-13 20:38:09.633487,2026-02-13 20:38:38.579967,0 days 00:00:28.946480,0.5925058786645568,800,8.816530428731069,lossguide,0.0052876219986354445,8,7,353.0,0.1670581079132373,0.4184529266982544,38.90261877069224,0.8130709236037785,COMPLETE
327,1.7540766587292895,2026-02-13 20:38:10.752946,2026-02-13 20:38:40.289670,0 days 00:00:29.536724,0.5911208233548015,800,8.855641849745586,lossguide,0.005282074641450796,8,7,470.0,0.17543056524110742,2.0426947973445365e-05,40.6622790608153,0.8152379684376027,COMPLETE
328,1.753585504341178,2026-02-13 20:38:12.387344,2026-02-13 20:38:40.644080,0 days 00:00:28.256736,0.595869498675993,461,9.119639522309365,lossguide,0.005276133390077095,8,7,357.0,0.1732502691118948,0.22389190272650936,34.024121165785644,0.8120036581689875,COMPLETE
329,1.7540785627228723,2026-02-13 20:38:14.806142,2026-02-13 20:38:43.252136,0 days 00:00:28.445994,0.6099270216897301,800,9.166603114175029,lossguide,0.0052133311073552105,8,7,472.0,19.604294709870178,1.7815056037085994e-05,33.78865961325314,0.8109783834187526,COMPLETE
330,1.7536474133470876,2026-02-13 20:38:22.115415,2026-02-13 20:38:51.101826,0 days 00:00:28.986411,0.594519631231075,407,9.102324119366806,lossguide,0.005251474930061303,9,7,359.0,0.16820720822747892,0.24550757417601593,33.80329014805716,0.8094175561969638,COMPLETE
331,1.7606017690936528,2026-02-13 20:38:30.538554,2026-02-13 20:38:56.709810,0 days 00:00:26.171256,0.5932380043178141,395,8.857393943109862,lossguide,0.005233599597474018,8,4,359.0,0.16509459570827853,0.4071898954089317,33.31035505858779,0.8107138244903882,PRUNED
332,1.761095062255127,2026-02-13 20:38:35.030415,2026-02-13 20:39:01.447670,0 days 00:00:26.417255,0.6116369021729542,379,9.096061225974523,lossguide,0.005009383456673945,8,4,485.0,0.1788438416731575,0.26838534157925137,33.153492774841695,0.8079731828839363,PRUNED
333,1.7533400123665661,2026-02-13 20:38:38.645640,2026-02-13 20:39:07.769729,0 days 00:00:29.124089,0.6007136566747852,405,9.089456349531606,lossguide,0.005008190959236686,8,7,466.0,0.1761071678993469,0.24856408708587435,33.3994636379231,0.8114292920836023,COMPLETE
334,1.7535422457635317,2026-02-13 20:38:40.362939,2026-02-13 20:39:10.450327,0 days 00:00:30.087388,0.6123731271042732,437,9.063776408316668,lossguide,0.005045534766221444,8,7,357.0,0.17587596025493551,1.3853958184300407e-05,32.925770904693486,0.8089707084025393,COMPLETE
335,1.7530618715173891,2026-02-13 20:38:40.747728,2026-02-13 20:39:09.821074,0 days 00:00:29.073346,0.6124308278703348,417,9.068222796058892,lossguide,0.005025909250648126,8,7,355.0,0.18157059133526668,3.726042329441619e-05,33.638810231082616,0.8112949225299041,COMPLETE
336,1.7535575063337945,2026-02-13 20:38:43.345615,2026-02-13 20:39:13.961170,0 days 00:00:30.615555,0.6037005177671844,424,9.128052084036543,lossguide,0.005006729529474176,8,7,359.0,0.17979335184620535,2.689061549558577e-05,34.361802948239294,0.8094026200158263,COMPLETE
337,1.7541498939363334,2026-02-13 20:38:51.173952,2026-02-13 20:39:21.787477,0 days 00:00:30.613525,0.6130907446996713,413,9.12571197374512,lossguide,0.005009571588162853,8,7,355.0,12.860679578808952,0.1754510234815431,33.37662768912063,0.8090584014524341,COMPLETE
338,1.7546008043809111,2026-02-13 20:38:54.588300,2026-02-13 20:39:23.750526,0 days 00:00:29.162226,0.6148859819009531,402,9.074956481873171,lossguide,0.005009226127104604,8,7,354.0,14.463553150412855,0.19039464979872614,33.321532926402064,0.8070271391348068,COMPLETE
339,1.753882190814941,2026-02-13 20:38:56.782545,2026-02-13 20:39:26.843471,0 days 00:00:30.060926,0.6064608497739863,412,9.208870917184662,lossguide,0.0050467065592291775,9,7,494.0,12.6297341820985,4.225191066134976e-05,33.64283130753545,0.8077964926637211,COMPLETE
340,1.7536752892549454,2026-02-13 20:39:01.517096,2026-02-13 20:39:33.236838,0 days 00:00:31.719742,0.5931646823740967,432,9.18519422859389,lossguide,0.005077451795327376,9,7,338.0,0.1891709203909675,4.828978401313667e-05,32.0172135927063,0.8095890568315236,COMPLETE
341,1.753679500479892,2026-02-13 20:39:07.860776,2026-02-13 20:39:38.807115,0 days 00:00:30.946339,0.6075179536019304,415,9.175991520351111,lossguide,0.005026623392326435,9,7,458.0,0.20378733729867343,4.7504394847282235e-05,34.08018952160859,0.8097910791312544,COMPLETE
342,1.7545052614760108,2026-02-13 20:39:09.928827,2026-02-13 20:39:42.166269,0 days 00:00:32.237442,0.6020287358683469,411,9.272018509188632,lossguide,0.005063385976634009,9,7,401.0,0.20552360017337037,5.489188686279669e-05,33.98487720281889,0.787531408881342,COMPLETE
343,1.7535810613800935,2026-02-13 20:39:10.537662,2026-02-13 20:39:41.900654,0 days 00:00:31.362992,0.6084845885730239,415,9.282587574998825,lossguide,0.005009533779358034,9,7,335.0,0.15448397595991972,0.16198232457870138,33.77674027371144,0.8055703719170367,COMPLETE
344,1.7544934697110726,2026-02-13 20:39:14.026854,2026-02-13 20:39:45.266553,0 days 00:00:31.239699,0.6099196566746217,427,9.09327150225344,lossguide,0.005060874675814222,9,7,330.0,0.20412027638188063,3.843314585901542e-05,32.723231467530454,0.788004732435793,COMPLETE
345,1.7542834516565975,2026-02-13 20:39:21.850877,2026-02-13 20:39:52.695926,0 days 00:00:30.845049,0.6046098734243855,435,8.988075085620613,lossguide,0.005034726316044627,9,7,339.0,0.20657992934775823,0.10095751136002716,32.3869189415982,0.7883493303275276,COMPLETE
346,1.755895643049294,2026-02-13 20:39:23.815522,2026-02-13 20:39:52.095167,0 days 00:00:28.279645,0.6054734383805268,438,9.35357339565701,lossguide,0.005008410836911471,9,7,331.0,0.20429823785888634,0.10067489839089734,3.4354830123473437,0.7893703388145453,PRUNED
347,1.7544125443638723,2026-02-13 20:39:26.931604,2026-02-13 20:39:57.523706,0 days 00:00:30.592102,0.6016049181898587,446,9.286166943649178,lossguide,0.005061934246765083,9,7,338.0,0.21736126449442347,0.09431931662775385,32.8984582237091,0.7898851327702932,COMPLETE
348,1.7542752816149558,2026-02-13 20:39:33.332009,2026-02-13 20:40:01.095377,0 days 00:00:27.763368,0.6036528381894473,443,9.337344707032031,lossguide,0.005019034460659208,9,7,344.0,0.1950055626574993,2.4266288029690984e-05,31.98308383104312,0.7855166771128186,COMPLETE
349,1.7544582294453182,2026-02-13 20:39:38.900607,2026-02-13 20:40:07.504761,0 days 00:00:28.604154,0.6087266637180917,436,9.339650427620812,lossguide,0.005017235321199101,9,7,342.0,0.198180206603964,5.254430635888598e-05,30.50410592919962,0.787934159503212,COMPLETE
350,1.753921164312688,2026-02-13 20:39:41.964913,2026-02-13 20:40:11.341032,0 days 00:00:29.376119,0.6057390284531108,433,9.445345747469831,lossguide,0.0050242104236332095,9,7,326.0,0.2056883947939578,5.005607528260772e-05,31.953687868622573,0.785537889893555,COMPLETE
351,1.754587874832065,2026-02-13 20:39:42.270668,2026-02-13 20:40:11.482584,0 days 00:00:29.211916,0.6060912341410298,439,9.499453457109025,lossguide,0.005099384342727283,9,7,334.0,0.21348790506218093,3.078521116905782e-05,28.797514602998152,0.7896719275987494,COMPLETE
352,1.7587771668452226,2026-02-13 20:39:45.329311,2026-02-13 20:40:11.551176,0 days 00:00:26.221865,0.6051462281327793,441,9.39373760002805,lossguide,0.005012823013045102,9,7,340.0,0.20043262609073567,4.764823502209891e-05,0.0677868939532112,0.7945070826584654,PRUNED
353,1.7521621654600716,2026-02-13 20:39:52.168300,2026-02-13 20:40:20.506711,0 days 00:00:28.338411,0.6334006821227435,455,9.484379522322527,lossguide,0.005017216447066324,9,7,341.0,0.18086652082989604,2.8034080374296323e-05,27.660457370407904,0.80015712893305,COMPLETE
354,1.7523658116774374,2026-02-13 20:39:52.764593,2026-02-13 20:40:20.841653,0 days 00:00:28.077060,0.6387479391261626,453,9.61933374416003,lossguide,0.0052576147586352595,9,7,313.0,0.17353048448398334,4.203268134921817e-05,28.60513683593381,0.7997314286299276,COMPLETE
355,1.7536095650213503,2026-02-13 20:39:57.591724,2026-02-13 20:40:25.824971,0 days 00:00:28.233247,0.5981123381829996,419,9.47312814411992,lossguide,0.005285500452951773,9,7,367.0,0.1757194385861009,9.531096633417343e-05,27.432466454946155,0.801176837479725,COMPLETE
356,1.752209478691293,2026-02-13 20:40:01.160672,2026-02-13 20:40:28.778892,0 days 00:00:27.618220,0.6201839796370356,421,9.560557935333867,lossguide,0.005292636643031523,9,7,311.0,0.18693740223482713,4.14387359628017e-05,27.18632739882893,0.8011270542234908,COMPLETE
357,1.7528792751479578,2026-02-13 20:40:07.595709,2026-02-13 20:40:34.853784,0 days 00:00:27.258075,0.6262849137573686,419,9.56098343938656,lossguide,0.005338226659115662,9,7,367.0,0.18073591493378469,7.721384177857116e-05,26.342821458898104,0.8036731390233646,COMPLETE
358,1.7523312905614443,2026-02-13 20:40:11.460635,2026-02-13 20:40:39.710100,0 days 00:00:28.249465,0.6203598439876692,456,9.743042098445638,lossguide,0.00534153337928536,8,7,364.0,0.17626598140783595,8.543110065427572e-05,27.677495931157267,0.8016435667278499,COMPLETE
359,1.7538976968695639,2026-02-13 20:40:11.630245,2026-02-13 20:40:41.301236,0 days 00:00:29.670991,0.5956060808706668,461,9.120084792115177,lossguide,0.005332877191017745,9,7,457.0,0.1746355329126323,0.00010688842404097652,25.861348450984604,0.804576495329162,COMPLETE
360,1.75313596492627,2026-02-13 20:40:11.643462,2026-02-13 20:40:38.360601,0 days 00:00:26.717139,0.5950116223635677,416,9.593654128997287,lossguide,0.005416478891834336,9,7,367.0,0.1780178870153326,3.253763803404613e-05,27.00249931788429,0.801341343776286,COMPLETE
361,1.7526350135115538,2026-02-13 20:40:20.614119,2026-02-13 20:40:49.079255,0 days 00:00:28.465136,0.6430775777977328,462,9.639757249600468,lossguide,0.00532107131733373,9,7,367.0,0.17519497801268905,0.24226001549142984,27.374650619148106,0.8016022005787464,COMPLETE
362,1.7528320108150603,2026-02-13 20:40:20.935507,2026-02-13 20:40:48.482345,0 days 00:00:27.546838,0.6337225710263865,464,9.819961326411397,lossguide,0.005375374893529832,10,7,368.0,0.2484886104417325,9.976729910555884e-05,25.91072720444301,0.8003523661837195,COMPLETE
363,1.7523750034251302,2026-02-13 20:40:25.920608,2026-02-13 20:40:54.439638,0 days 00:00:28.519030,0.6258683911999332,473,9.7794101429449,lossguide,0.005335860649343477,9,7,365.0,0.17926208322503076,0.0001217430143156681,25.517411183708287,0.8038648931546151,COMPLETE
364,1.7533194300780177,2026-02-13 20:40:28.843195,2026-02-13 20:40:56.352323,0 days 00:00:27.509128,0.6388903944063145,464,9.835687743608991,lossguide,0.005316265477974361,9,7,311.0,0.18207743136708932,0.00011254472481647467,26.800468189360686,0.800714824339158,COMPLETE
365,1.7527420226076023,2026-02-13 20:40:34.946129,2026-02-13 20:41:03.590730,0 days 00:00:28.644601,0.6341026346765134,463,9.99267305720223,lossguide,0.0053462575424813984,10,7,366.0,0.17414521839994032,9.440114968340386e-05,25.70990383991076,0.7997057098782656,COMPLETE
366,1.7525202672013453,2026-02-13 20:40:38.449138,2026-02-13 20:41:07.263968,0 days 00:00:28.814830,0.6341250742245214,463,9.890811573329193,lossguide,0.005327418904076451,9,7,364.0,0.17230747927378395,0.00015953139355295628,25.633356708829233,0.8011905539079123,COMPLETE
367,1.752280764896523,2026-02-13 20:40:39.800572,2026-02-13 20:41:09.297592,0 days 00:00:29.497020,0.6220821678285964,456,9.73877093640514,lossguide,0.005375759938692373,10,7,367.0,0.18388421624163295,9.240831260009834e-05,25.65778118029536,0.7997623864219876,COMPLETE
368,1.7524503048378492,2026-02-13 20:40:41.391255,2026-02-13 20:41:21.752612,0 days 00:00:40.361357,0.6411082168667906,467,9.83344217106365,lossguide,0.00527573947558692,9,7,369.0,0.242808003128942,8.554399389062203e-05,26.16084601923856,0.7984036853068054,COMPLETE
369,1.7526135780751912,2026-02-13 20:40:48.578927,2026-02-13 20:41:17.353578,0 days 00:00:28.774651,0.6378010057955582,466,9.898424215127285,lossguide,0.005353783926214009,10,7,366.0,0.17688837635268354,0.00011856767692125247,25.542919763574726,0.7990173270286447,COMPLETE
370,1.752619470639568,2026-02-13 20:40:49.187239,2026-02-13 20:41:18.052618,0 days 00:00:28.865379,0.6356971481181379,482,9.890832862421695,lossguide,0.005353120059846716,10,7,368.0,0.23987584902988715,7.340983961968586e-05,25.51329155485928,0.7995396874724485,COMPLETE
371,1.76145630599337,2026-02-13 20:40:54.530640,2026-02-13 20:41:15.642952,0 days 00:00:21.112312,0.6428950495895291,473,9.978092653727686,lossguide,0.04427737608901197,10,7,365.0,0.2407877098242858,9.837596228973838e-05,24.66559938108497,0.7950398660446196,PRUNED
372,1.7549614047271926,2026-02-13 20:40:56.417595,2026-02-13 20:41:18.621687,0 days 00:00:22.204092,0.6419021997187369,475,9.90486476973767,lossguide,0.017803102447451508,10,7,317.0,0.24059604075816712,0.0001418520267699594,23.9752578564018,0.7985545389014536,COMPLETE
373,1.7535235871540513,2026-02-13 20:41:03.697295,2026-02-13 20:41:32.424758,0 days 00:00:28.727463,0.6344468726627095,471,9.79928419849151,lossguide,0.005356472810180122,10,7,309.0,0.24654667281606527,8.144346875506108e-05,23.043924230629905,0.7739337528272159,COMPLETE
374,1.7550112464542011,2026-02-13 20:41:07.335644,2026-02-13 20:41:34.800016,0 days 00:00:27.464372,0.6416350987504709,485,9.882127963323226,lossguide,0.005470109340593513,10,7,314.0,0.2607838439975597,0.00019436850281124774,23.754566368514798,0.7795667640978479,COMPLETE
375,1.7590597816335902,2026-02-13 20:41:09.360101,2026-02-13 20:41:30.827460,0 days 00:00:21.467359,0.6414851605329209,467,9.98369872501474,lossguide,0.029432276560574556,10,7,314.0,0.2475831171304233,0.00015975573027426378,22.918647170398465,0.7792476971563758,PRUNED
376,1.757576571740784,2026-02-13 20:41:15.722814,2026-02-13 20:41:37.064241,0 days 00:00:21.341427,0.6332010031682348,477,9.79306860472445,lossguide,0.020760215997720734,10,7,309.0,0.1842879625712504,0.00020297719946451892,21.27983749277204,0.7764903750760604,PRUNED
377,1.7539565687164373,2026-02-13 20:41:17.449983,2026-02-13 20:41:43.174632,0 days 00:00:25.724649,0.6368130851417381,483,9.816457496473461,lossguide,0.005472462870085622,10,7,384.0,0.18052923083496303,0.00014598506158731745,21.256604848301798,0.7729875961795846,COMPLETE
378,1.7548452319909629,2026-02-13 20:41:18.117499,2026-02-13 20:41:44.936144,0 days 00:00:26.818645,0.6334106265690106,477,9.99803672874711,lossguide,0.005488105852632242,10,7,384.0,0.23314695873885022,0.00016995188770241694,19.931831956810093,0.7792115701865291,COMPLETE
379,1.753705093537724,2026-02-13 20:41:18.686966,2026-02-13 20:41:44.618349,0 days 00:00:25.931383,0.6352407205380737,453,9.87043039481521,lossguide,0.005449292055940336,10,8,385.0,0.18267945360315715,0.00017505612973553868,20.622745344624285,0.7757414081285019,COMPLETE
380,1.7539992628573853,2026-02-13 20:41:21.820312,2026-02-13 20:41:48.834201,0 days 00:00:27.013889,0.6323184998177929,485,9.767776022816888,lossguide,0.005458981112439578,10,8,379.0,0.22675946519280296,0.00016734773537948716,22.01890506692785,0.780471783824868,COMPLETE
381,1.7540648604828333,2026-02-13 20:41:30.896893,2026-02-13 20:41:59.192212,0 days 00:00:28.295319,0.6318047087311495,456,9.783951394339214,lossguide,0.005427350706062869,10,8,384.0,0.22627539414410716,7.599219496872849e-05,20.164869592832382,0.7726030953560215,COMPLETE
382,1.7545192145718789,2026-02-13 20:41:32.493319,2026-02-13 20:42:01.050243,0 days 00:00:28.556924,0.631089805468441,483,9.767350284429373,lossguide,0.005495946157732922,10,8,384.0,0.22764224620790838,0.0002671747347085624,18.869962225373044,0.7693820331982258,COMPLETE
383,1.754099543827096,2026-02-13 20:41:34.889843,2026-02-13 20:42:04.026549,0 days 00:00:29.136706,0.6308003981721437,455,9.750821868529188,lossguide,0.005416695418829288,10,8,386.0,0.2273398314237046,7.644148113645913e-05,21.497061931026938,0.7763203879427244,COMPLETE
384,1.7536439107276973,2026-02-13 20:41:37.133638,2026-02-13 20:42:05.013381,0 days 00:00:27.879743,0.6262155855905942,454,9.767320215219632,lossguide,0.0053673686502337175,10,8,382.0,0.2244671369617731,0.00037008345689896945,19.83356726881658,0.7959479960383571,COMPLETE
385,1.767590419934926,2026-02-13 20:41:43.239177,2026-02-13 20:42:03.369242,0 days 00:00:20.130065,0.6295105444187109,455,9.70633537825282,lossguide,0.06387454210744342,10,8,375.0,0.22748318676485246,8.171599505613804e-05,18.532768275700924,0.7950850081086261,PRUNED
386,1.7534815867690006,2026-02-13 20:41:44.690488,2026-02-13 20:42:11.791611,0 days 00:00:27.101123,0.6258488804698318,457,9.686234126401716,lossguide,0.005425308612254091,10,7,297.0,0.22202843303996705,7.493019752244357e-05,19.0566247580261,0.7986014696731927,COMPLETE
387,1.7527725974247061,2026-02-13 20:41:45.048967,2026-02-13 20:42:11.913972,0 days 00:00:26.865005,0.6521228520850563,456,9.697342451393826,lossguide,0.005405175225217747,10,7,366.0,0.22501810803622582,0.0002937986794131851,18.856835295853923,0.7978511746786545,COMPLETE
388,1.7533083813597656,2026-02-13 20:41:48.903238,2026-02-13 20:42:17.418891,0 days 00:00:28.515653,0.6506561554849949,503,9.666574695375619,lossguide,0.005387960372833385,10,7,300.0,0.22582878756063007,7.596622264759837e-05,26.832736291109505,0.794606896720826,COMPLETE
389,1.7535498233608495,2026-02-13 20:41:59.260685,2026-02-13 20:42:30.278174,0 days 00:00:31.017489,0.6556497918967696,506,9.681065599842224,lossguide,0.005384475224481438,10,7,297.0,0.26473651998413866,0.0004225209600020928,25.373530263867373,0.7963740578977635,COMPLETE
390,1.7531954157644543,2026-02-13 20:42:01.115740,2026-02-13 20:42:31.551755,0 days 00:00:30.436015,0.648927475417217,497,9.656421516400094,lossguide,0.00535620437808462,10,7,365.0,0.18867136186468245,8.456488103795822e-05,25.898614353569137,0.796931367217136,COMPLETE
391,1.7535754989516168,2026-02-13 20:42:03.442681,2026-02-13 20:42:33.955252,0 days 00:00:30.512571,0.6535209796198734,463,9.65387650691252,lossguide,0.00537033618594173,10,7,371.0,0.19066859578383477,0.0003794734573076257,26.20869285382751,0.7937152821277651,COMPLETE
392,1.753215002279275,2026-02-13 20:42:04.133461,2026-02-13 20:42:32.947499,0 days 00:00:28.814038,0.6498752631736859,502,9.640942830209006,lossguide,0.005310646227374341,10,7,364.0,0.1956207308486957,0.00038755059718877127,26.499761673397465,0.7956225210169714,COMPLETE
393,1.7535906714031055,2026-02-13 20:42:05.082882,2026-02-13 20:42:34.223821,0 days 00:00:29.140939,0.6505097599438865,465,9.616060714783035,lossguide,0.005589929240393425,10,7,301.0,0.27115382831821966,7.362477170505241e-05,26.46115520581981,0.7974090319899577,COMPLETE
394,1.752824876543634,2026-02-13 20:42:11.893214,2026-02-13 20:42:42.023248,0 days 00:00:30.130034,0.6477989245381116,501,9.677579349421169,lossguide,0.005636590273223922,10,7,301.0,0.2715524040518275,8.444361386153696e-05,26.078211123459994,0.799812138566185,COMPLETE
395,1.7537239709143493,2026-02-13 20:42:11.983337,2026-02-13 20:42:41.677761,0 days 00:00:29.694424,0.6498998349045619,495,9.608476496824945,lossguide,0.0056660279016468515,10,7,369.0,0.1922007174978032,0.00010577077154065812,15.343051826381386,0.7969803891360415,COMPLETE
396,1.752861191381597,2026-02-13 20:42:17.486502,2026-02-13 20:42:47.987965,0 days 00:00:30.501463,0.6528501317546197,494,9.635743001552237,lossguide,0.005695727869162501,10,7,367.0,0.2742302779424211,0.0001043448215893792,26.637826748467315,0.7984193335887916,COMPLETE
397,1.7529218925806176,2026-02-13 20:42:30.329835,2026-02-13 20:43:00.143324,0 days 00:00:29.813489,0.6492121154203991,466,9.571016543801592,lossguide,0.005591181025669971,10,7,368.0,0.19292296598315145,0.00012656240530960626,26.658393644208697,0.7987075980710168,COMPLETE
