number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_early_stopping_rounds,params_gamma,params_grow_policy,params_learning_rate,params_max_delta_step,params_max_depth,params_max_leaves,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_subsample,state
198,1.7549168282905734,2026-02-12 23:52:24.605592,2026-02-12 23:52:47.944545,0 days 00:00:23.338953,0.5616005707504219,779,8.16881502662672,depthwise,0.005890600570795363,8,6,,2.8858512830991376,2.323663735927366,71.6818263934489,0.8079602557484858,COMPLETE
199,1.7552837898569968,2026-02-12 23:52:26.230833,2026-02-12 23:52:48.326990,0 days 00:00:22.096157,0.5646912869671371,699,8.187097779506892,depthwise,0.005899633085272586,8,6,,2.8374927070647873,2.4762616661177566,75.02640061413841,0.8807854124271062,COMPLETE
200,1.7545215858443544,2026-02-12 23:52:27.775175,2026-02-12 23:52:51.309269,0 days 00:00:23.534094,0.5641948256590189,780,8.648586972366003,depthwise,0.005930775199635524,7,6,,2.912368142447227,2.3679055649949032,70.14662923999958,0.8017419212990887,COMPLETE
201,1.755501034540458,2026-02-12 23:52:35.495535,2026-02-12 23:52:58.817987,0 days 00:00:23.322452,0.5625213527324308,777,8.943684277963442,depthwise,0.005887645813392029,7,6,,2.857122156866987,2.4037141986888475,72.00030142920266,0.8065812234159666,COMPLETE
202,1.7543079373479507,2026-02-12 23:52:38.615586,2026-02-12 23:53:00.634494,0 days 00:00:22.018908,0.5617482215465781,778,8.98470496738031,depthwise,0.005960825838624164,8,6,,3.0179724975828846,2.3344599431100126,37.23242730694129,0.7980355064521318,COMPLETE
203,1.755071728456521,2026-02-12 23:52:42.505131,2026-02-12 23:53:05.324302,0 days 00:00:22.819171,0.5595748122107471,776,8.953523359890355,depthwise,0.00587233530906403,8,6,,2.865600549151086,9.267064162833588,75.48687273922268,0.7976778915696503,COMPLETE
204,1.7547453095609302,2026-02-12 23:52:44.424948,2026-02-12 23:53:07.120651,0 days 00:00:22.695703,0.560497181516464,777,8.997041614653018,depthwise,0.006020794952061019,8,6,,0.37891691949576656,8.718171403176111,79.76390928409867,0.7973081112844712,COMPLETE
205,1.7550694637638962,2026-02-12 23:52:45.907887,2026-02-12 23:53:09.324526,0 days 00:00:23.416639,0.5590511503099753,774,8.875184204113863,depthwise,0.005875168302652658,8,6,,1.4331563627648884,7.928059410571048,74.11903724604284,0.7967250533589411,COMPLETE
206,1.7691810501994336,2026-02-12 23:52:48.011011,2026-02-12 23:53:09.460585,0 days 00:00:21.449574,0.5597893737528673,773,8.921952149668721,depthwise,0.00552932553290174,8,3,,3.764640151113545,9.930090540770745,79.60790535129645,0.7964574578370253,PRUNED
207,1.7716751087215938,2026-02-12 23:52:48.392675,2026-02-12 23:53:09.520241,0 days 00:00:21.127566,0.5398074389043123,775,8.944304582169574,depthwise,0.005771068038518101,7,3,,3.9337119306955293,9.20914614893008,0.032890458492044874,0.7887349210446793,PRUNED
208,1.754591318378203,2026-02-12 23:52:51.373417,2026-02-12 23:53:14.515551,0 days 00:00:23.142134,0.5418180338847918,775,8.977837522493632,depthwise,0.005556254674850982,7,6,,1.3895947308438117,9.485503689752177,81.18041857008656,0.7976054132604588,COMPLETE
209,1.7548704143348541,2026-02-12 23:52:58.903219,2026-02-12 23:53:22.122095,0 days 00:00:23.218876,0.5493700721518804,772,8.678878114464284,depthwise,0.005537321728023402,7,6,,0.35268648159067223,9.162173577723586,49.34348311981781,0.7917252640867501,COMPLETE
210,1.7546195577205845,2026-02-12 23:53:00.697904,2026-02-12 23:53:23.020068,0 days 00:00:22.322164,0.5403444774270998,772,9.021997333364052,depthwise,0.005525983302688321,8,6,,3.3743800968672257,9.69900454319377,48.72541323026626,0.7933592405316491,COMPLETE
211,1.754367592786596,2026-02-12 23:53:05.412538,2026-02-12 23:53:28.256460,0 days 00:00:22.843922,0.5393777731273469,770,8.66329590954494,depthwise,0.005504010927502632,8,6,,0.3599610801235467,9.873402103003032,50.54718763472044,0.800882643986388,COMPLETE
212,1.7682986989915483,2026-02-12 23:53:07.207511,2026-02-12 23:53:28.450256,0 days 00:00:21.242745,0.5411600784798307,766,8.698273074716628,depthwise,0.00556510439684034,8,3,,3.76344978767776,9.903700125954702,45.58955286584582,0.791255206520417,PRUNED
213,1.7578934315133474,2026-02-12 23:53:09.445589,2026-02-12 23:53:32.800113,0 days 00:00:23.354524,0.5423612853456239,788,8.700536155398082,depthwise,0.005520218636908606,8,6,,3.836552213834301,9.88266428312641,0.029520963173214246,0.7897686661660106,PRUNED
214,1.7554226152815728,2026-02-12 23:53:09.564779,2026-02-12 23:53:33.446896,0 days 00:00:23.882117,0.5326465034183461,786,8.66997655235137,depthwise,0.005348011827965653,7,6,,3.221346567625115,3.7260825922982077,49.71557899352892,0.767339469867346,COMPLETE
215,1.7551238188101637,2026-02-12 23:53:09.571857,2026-02-12 23:53:32.601291,0 days 00:00:23.029434,0.5328050253136537,788,8.619733184041909,depthwise,0.005417784585875731,7,6,,3.3008651897393793,3.5400402796928176,44.870344922294386,0.8125855662562088,COMPLETE
216,1.7545056493454319,2026-02-12 23:53:14.585136,2026-02-12 23:53:38.160618,0 days 00:00:23.575482,0.5429988506522896,790,8.628075951116514,depthwise,0.0054311901036752045,7,6,,2.4161872468630152,3.841871286363245,52.90525853142471,0.7546521227773291,COMPLETE
217,1.7549455857212952,2026-02-12 23:53:22.190719,2026-02-12 23:53:45.633861,0 days 00:00:23.443142,0.5326303048699915,794,8.610103996792718,depthwise,0.005393891864521624,8,6,,3.2826486580431586,3.8292909513675264,40.497684658059526,0.8123671838452214,COMPLETE
218,1.7561068368485528,2026-02-12 23:53:23.108792,2026-02-12 23:53:48.739914,0 days 00:00:25.631122,0.5422725509538209,784,8.610462771672733,depthwise,0.005380976417826329,8,12,,3.2385901683810085,3.2498405015907688,49.249796064656344,0.7655116583195362,PRUNED
219,1.7540553787915922,2026-02-12 23:53:28.359132,2026-02-12 23:53:52.075304,0 days 00:00:23.716172,0.5436944437202574,790,9.255618820990874,depthwise,0.005485084760648671,8,6,,0.13831976245010114,4.101996727091081,41.65130721223069,0.7664546655875525,COMPLETE
220,1.7545478021551675,2026-02-12 23:53:28.605728,2026-02-12 23:53:51.892341,0 days 00:00:23.286613,0.5306489748988283,789,9.245495509481493,depthwise,0.005481166659775706,8,6,,0.18212218909369512,3.922601806778903,58.29292692871309,0.7990798981841527,COMPLETE
221,1.755282130934783,2026-02-12 23:53:32.717401,2026-02-12 23:53:57.740672,0 days 00:00:25.023271,0.5452608251129172,786,9.187062241056964,depthwise,0.005523737002071125,8,6,,0.13660161347382338,4.870681547970219,60.563555476247515,0.7711219654215169,COMPLETE
222,1.7550078803685791,2026-02-12 23:53:32.956575,2026-02-12 23:53:56.288547,0 days 00:00:23.331972,0.5309862498705177,790,9.09798052203232,depthwise,0.0061787214660472736,9,6,,2.4062952173108365,4.493209343069744,58.82486982345121,0.7744210577423497,COMPLETE
223,1.755327595762338,2026-02-12 23:53:33.545511,2026-02-12 23:53:55.389274,0 days 00:00:21.843763,0.5144680237162644,762,9.164167347485114,depthwise,0.006194531905896773,9,6,,0.6725943206450673,5.925321553978465,59.48396382741028,0.8099746691919039,COMPLETE
224,1.7551622060646714,2026-02-12 23:53:38.225528,2026-02-12 23:54:01.106984,0 days 00:00:22.881456,0.5491087297712237,797,9.20017817768811,depthwise,0.006243396319625571,9,6,,0.7054396523030446,4.307215635733813,60.090274914550314,0.7491849235119393,COMPLETE
225,1.76026444831179,2026-02-12 23:53:45.720349,2026-02-12 23:54:06.091673,0 days 00:00:20.371324,0.5470087513894949,762,9.212885500737915,depthwise,0.02627576295060179,9,6,,0.17726280390597468,5.879324173280665,59.17448724110639,0.7612627756461033,PRUNED
226,1.7559664734641274,2026-02-12 23:53:48.806314,2026-02-12 23:54:13.397061,0 days 00:00:24.590747,0.5518181183251544,800,9.196585743843167,depthwise,0.006041223148501764,9,6,,0.1320630760206271,5.523699692644603,61.44231140525728,0.7067292800885085,PRUNED
227,1.7556738366810354,2026-02-12 23:53:51.983942,2026-02-12 23:54:16.851197,0 days 00:00:24.867255,0.5140927138595146,796,9.206209919917484,depthwise,0.0061194152407520646,9,6,,0.14467462648514492,6.18968301056314,35.64989447939606,0.7548924931944075,COMPLETE
228,1.7553150617615008,2026-02-12 23:53:52.189061,2026-02-12 23:54:15.344403,0 days 00:00:23.155342,0.5190499122633903,797,9.199797471577025,depthwise,0.006170052528296109,9,6,,0.16854691630499197,5.308371406862973,59.97788077286492,0.7758489658880733,COMPLETE
229,1.7551560698539703,2026-02-12 23:53:55.473180,2026-02-12 23:54:18.995167,0 days 00:00:23.521987,0.513730757598838,798,9.28645109813514,depthwise,0.0061087466467488714,8,6,,0.1372546948621301,4.652841565175119,37.81719290705023,0.752943040890255,COMPLETE
230,1.7549498004321684,2026-02-12 23:53:56.374910,2026-02-12 23:54:19.714311,0 days 00:00:23.339401,0.511618131743184,797,9.258918175077243,depthwise,0.005659798144740352,8,6,,0.18768446696816043,6.203165777024083,36.56466530667865,0.7506447051470362,COMPLETE
231,1.7566995393514822,2026-02-12 23:53:57.807709,2026-02-12 23:54:21.120588,0 days 00:00:23.312879,0.5203995427582236,798,9.361476689771214,depthwise,0.005859240782489051,1,6,,0.10651010332176278,6.47497384987397,34.68441800045518,0.7835283050003127,PRUNED
232,1.756649429491445,2026-02-12 23:54:01.171764,2026-02-12 23:54:24.736713,0 days 00:00:23.564949,0.5227349516150449,759,9.30858680243167,depthwise,0.005790853207902482,1,6,,0.1373610057578186,6.509316375607969,34.0414034515566,0.7847177971750047,PRUNED
233,1.7572185198011046,2026-02-12 23:54:06.158897,2026-02-12 23:54:30.035516,0 days 00:00:23.876619,0.5105855607699056,760,9.376644492392868,depthwise,0.005806217990775377,1,6,,0.12434814614467726,2.745922072856149,27.493056650065437,0.7417214143906452,PRUNED
234,1.7702118760639474,2026-02-12 23:54:13.453701,2026-02-12 23:54:44.965254,0 days 00:00:31.511553,0.5255587505886288,800,3.8243627848766475,depthwise,0.005739209122292108,1,6,,0.18248799006897465,2.89586174479891,35.0745776421696,0.8025177066652421,PRUNED
235,1.7734191057760795,2026-02-12 23:54:15.408267,2026-02-12 23:54:48.573239,0 days 00:00:33.164972,0.5117899026142292,763,4.028632662161293,depthwise,0.005770151029156401,1,6,,0.19246745271359544,1.3346622189337847,35.72726958349771,0.7570990020682448,PRUNED
236,1.754134037242581,2026-02-12 23:54:16.916037,2026-02-12 23:54:39.373797,0 days 00:00:22.457760,0.5275294590247377,760,9.357211276435208,depthwise,0.005747472730548101,8,7,,0.12746233688851827,1.4175632044918864,27.50945246812742,0.7400789012015512,COMPLETE
237,1.756598405185039,2026-02-12 23:54:19.065873,2026-02-12 23:54:44.872386,0 days 00:00:25.806513,0.5272298469489725,761,8.855988384759488,depthwise,0.005776563053823793,1,7,,0.1109951124284929,2.8902371315428996,32.83760376248198,0.7427215234957505,PRUNED
238,1.759273845083889,2026-02-12 23:54:19.805948,2026-02-12 23:54:41.783952,0 days 00:00:21.978004,0.5705145211834618,758,8.474234122269806,depthwise,0.005778996165588738,7,6,,0.11594888900723141,2.7033328818334725,0.9720664232763586,0.8037345808832053,PRUNED
239,1.7549639609125152,2026-02-12 23:54:21.213873,2026-02-12 23:54:42.653319,0 days 00:00:21.439446,0.5682603380356973,766,8.510703406971492,depthwise,0.0057056334148898975,7,6,,0.20794117568316703,3.160625883218843,49.14556739052763,0.8064670916423111,COMPLETE
240,1.7677983816742586,2026-02-12 23:54:24.805239,2026-02-12 23:54:56.869214,0 days 00:00:32.063975,0.5674921951045404,781,3.890530606111507,depthwise,0.0052769563891072865,7,6,,0.11679407017922791,2.8603597521408797,51.143589856574565,0.804058041254768,PRUNED
241,1.7546540400499153,2026-02-12 23:54:30.105176,2026-02-12 23:54:53.591013,0 days 00:00:23.485837,0.5540473424109176,782,8.752876363629712,depthwise,0.005261916987213294,7,6,,0.22589384548269956,1.2940774367208514,47.95198171706535,0.8027194558653516,COMPLETE
242,1.758060404916611,2026-02-12 23:54:39.461419,2026-02-12 23:55:02.303619,0 days 00:00:22.842200,0.5300990146104629,783,8.835946230828949,depthwise,0.005231042524993707,8,7,,0.11208697303089056,2.7892281108361305,0.20978114056079689,0.8085403111985378,PRUNED
243,1.75441056211611,2026-02-12 23:54:41.864877,2026-02-12 23:55:05.587445,0 days 00:00:23.722568,0.5266305340828792,781,9.011201763017853,depthwise,0.005292937756593203,8,7,,0.20163418046553253,1.3084662405195913,25.632771821584925,0.8041719764180489,COMPLETE
244,1.753755423590081,2026-02-12 23:54:42.711301,2026-02-12 23:55:07.391307,0 days 00:00:24.680006,0.5298616098796662,781,9.04043815123617,depthwise,0.005232892915970412,8,7,,0.11600122296157059,1.4706341577186688,26.383598521713406,0.7349635705972555,COMPLETE
245,1.7535767021915272,2026-02-12 23:54:44.955542,2026-02-12 23:55:08.710443,0 days 00:00:23.754901,0.5516389173043015,782,8.861568818158077,depthwise,0.005350880193386895,8,7,,2.6650651514585664,1.45731953846633,41.68082796478562,0.8192925833925692,COMPLETE
246,1.7538880764700036,2026-02-12 23:54:45.066854,2026-02-12 23:55:08.587188,0 days 00:00:23.520334,0.5490451598920747,782,8.870670611987661,depthwise,0.005405285734888283,8,7,,2.6862389712168473,1.3260641647675102,41.575193819013705,0.8187928884241479,COMPLETE
247,1.7543296055067992,2026-02-12 23:54:48.669914,2026-02-12 23:55:12.013852,0 days 00:00:23.343938,0.5009627817267072,782,8.75831445524255,depthwise,0.0052763585526923815,8,7,,0.3129936194393522,1.5232058408306575,24.585224912200417,0.8156980622253027,COMPLETE
248,1.7537610344012136,2026-02-12 23:54:53.655124,2026-02-12 23:55:16.565431,0 days 00:00:22.910307,0.5543355864799402,782,8.848049492486547,depthwise,0.005239005620342675,8,7,,2.5982179823054765,1.7450712706978029,26.39508460319153,0.8153014747931208,COMPLETE
249,1.7553415149476295,2026-02-12 23:54:56.964142,2026-02-12 23:55:20.845223,0 days 00:00:23.881081,0.5553766735279962,779,8.949075164504771,depthwise,0.006395526346002849,8,7,,2.6991599766410226,1.5946421430461155,66.33338636936405,0.734344431800538,COMPLETE
250,1.874460890984698,2026-02-12 23:55:02.403156,2026-02-12 23:55:33.951352,0 days 00:00:31.548196,0.5538980845116299,774,0.5824370957272693,depthwise,0.04955182001387544,8,7,,2.715564888728971,1.7315475742320925,42.82197960543598,0.7342594129443047,PRUNED
251,1.754602973477437,2026-02-12 23:55:05.653200,2026-02-12 23:55:28.932558,0 days 00:00:23.279358,0.5397276065323651,781,8.978365926728411,depthwise,0.005288962163812825,8,7,,0.15572022785594544,1.686269695893047,22.170579481597414,0.7327433437264121,COMPLETE
252,1.7541048556915955,2026-02-12 23:55:07.455398,2026-02-12 23:55:29.221526,0 days 00:00:21.766128,0.5539700024301722,782,9.008062553084654,depthwise,0.005261617677464857,8,7,,0.10018545301581021,1.6445980678323955,26.20729773633026,0.8207283460389221,COMPLETE
253,1.7556107035127757,2026-02-12 23:55:08.676442,2026-02-12 23:55:31.867133,0 days 00:00:23.190691,0.5005664148461976,782,9.02815204493807,depthwise,0.005276419100472702,8,7,,0.15898099246127143,0.7886303961431045,26.538433476376856,0.720524882130497,PRUNED
254,1.7543597902760826,2026-02-12 23:55:08.785944,2026-02-12 23:55:32.737192,0 days 00:00:23.951248,0.5446082822581463,771,8.973341489231567,depthwise,0.005232426426448254,8,7,,0.15450000038519263,0.889507026698501,25.839835456745075,0.7312253490979513,COMPLETE
255,1.7548532364479592,2026-02-12 23:55:12.101526,2026-02-12 23:55:34.242466,0 days 00:00:22.140940,0.5032363266397214,770,9.043137193995115,depthwise,0.005236233547213629,8,7,,0.3244523242993977,0.7918273095792784,24.84402677781472,0.8172241640273388,COMPLETE
256,1.75642042771802,2026-02-12 23:55:16.630987,2026-02-12 23:55:41.200720,0 days 00:00:24.569733,0.5007969831429956,771,8.886803576285475,depthwise,0.005163900019673191,8,7,,0.27945355016352136,0.8885562708076975,22.688239400016798,0.7135495448488391,PRUNED
257,1.7555503349172772,2026-02-12 23:55:20.909838,2026-02-12 23:55:45.389676,0 days 00:00:24.479838,0.5011019907890106,771,8.818276117959227,depthwise,0.005040633770510289,8,7,,0.32201171921535265,1.1864011231338154,19.169084495774058,0.7270673182672649,PRUNED
258,1.755476366243783,2026-02-12 23:55:29.001820,2026-02-12 23:55:51.662858,0 days 00:00:22.661038,0.5065338511007397,773,8.73881279037162,depthwise,0.005051863999806659,8,7,,0.302889973743112,0.8444042285080152,16.525661565127095,0.8183509885265294,COMPLETE
259,1.7535828389379204,2026-02-12 23:55:29.317674,2026-02-12 23:55:52.296736,0 days 00:00:22.979062,0.5489368955474226,768,8.779266509972944,depthwise,0.005079684244329191,8,7,,0.25308983621863995,0.8545327884817733,25.2223559756203,0.8172537883461899,COMPLETE
260,1.7553570265551042,2026-02-12 23:55:31.942687,2026-02-12 23:55:53.994396,0 days 00:00:22.051709,0.5010649418719769,770,9.032380897247355,depthwise,0.005083362035347199,8,7,,0.12228306832851313,0.8981708874302976,20.50244432459521,0.8188061509657515,COMPLETE
261,1.75556136901983,2026-02-12 23:55:32.812718,2026-02-12 23:55:55.684355,0 days 00:00:22.871637,0.5004727278134149,768,8.814057719763408,depthwise,0.005049041055841049,8,7,,0.289265086843473,0.8965544053110213,19.771429621678926,0.8188456762510633,PRUNED
262,1.7544942042219005,2026-02-12 23:55:34.019035,2026-02-12 23:55:56.539794,0 days 00:00:22.520759,0.500567962340017,744,8.810408705187395,depthwise,0.00507128462439382,8,7,,0.2930841362737251,0.9241865132613012,18.3271112721761,0.8141118151548561,COMPLETE
263,1.755361651327437,2026-02-12 23:55:34.324016,2026-02-12 23:55:57.005796,0 days 00:00:22.681780,0.5317177784929215,746,8.793926916353811,depthwise,0.005029608803112215,8,7,,0.24872932575190435,0.912614091521302,19.597035746211468,0.8168821530700062,COMPLETE
264,1.754614507996309,2026-02-12 23:55:41.284903,2026-02-12 23:56:04.274634,0 days 00:00:22.989731,0.5267881074772212,755,8.818907953373998,depthwise,0.005061281886990851,8,7,,0.2435016924840241,1.1475333329388449,27.05616198807977,0.8218698369195292,COMPLETE
265,1.755152927276531,2026-02-12 23:55:45.461586,2026-02-12 23:56:08.265277,0 days 00:00:22.803691,0.5331231057079513,749,8.798196202013552,depthwise,0.005100471962424025,8,7,,0.12963058870139438,1.1050619518885156,16.158145326663607,0.8195253349390045,COMPLETE
266,1.7543301909159295,2026-02-12 23:55:51.732396,2026-02-12 23:56:15.215010,0 days 00:00:23.482614,0.7790227831322565,745,9.069392020551632,depthwise,0.0053592343224943065,8,7,,0.12942082365630517,4.928976317132878e-06,26.88360156997757,0.8196494832221589,COMPLETE
267,1.7547334370687508,2026-02-12 23:55:52.382975,2026-02-12 23:56:16.855085,0 days 00:00:24.472110,0.5458756249883752,746,7.245554812858318,depthwise,0.00503179955812527,8,7,,0.10318048629978478,1.0479513507956528,27.85214939515272,0.8228115487860691,COMPLETE
268,1.7556009312461895,2026-02-12 23:55:54.081333,2026-02-12 23:56:17.189125,0 days 00:00:23.107792,0.5487374524194323,749,9.456462020099249,depthwise,0.005426904884968626,8,7,,0.23729801713939835,1.0888308292878972,29.05196421774577,0.703790197596759,PRUNED
269,1.7537558698736972,2026-02-12 23:55:55.761042,2026-02-12 23:56:16.529522,0 days 00:00:20.768480,0.54643017179887,746,8.528107972375345,depthwise,0.005464050044215701,8,7,,0.10409589828950179,1.2369769469444982,29.95399297178281,0.8253376204662528,COMPLETE
270,1.754611536242862,2026-02-12 23:55:56.642177,2026-02-12 23:56:19.869563,0 days 00:00:23.227386,0.5455020367847295,755,7.354392848497842,depthwise,0.005437471345848819,8,7,,0.10563135892429633,4.06784427053676e-06,28.345085289363084,0.8251264620112594,COMPLETE
271,1.755117753424228,2026-02-12 23:55:57.118717,2026-02-12 23:56:30.261814,0 days 00:00:33.143097,0.5462032872286643,756,7.267549884330883,depthwise,0.00548210459906173,8,7,,0.12587204695988466,5.526791726857616e-06,29.71764199221372,0.8293572840863923,COMPLETE
272,1.7552766003499662,2026-02-12 23:56:04.336901,2026-02-12 23:56:28.482905,0 days 00:00:24.146004,0.54614310100617,751,9.414281520518248,depthwise,0.0054079621994580955,8,7,,0.10568837536274653,1.5930481407445491,29.986755645076776,0.6996918214169243,COMPLETE
273,1.7546266899003875,2026-02-12 23:56:08.352802,2026-02-12 23:56:30.809186,0 days 00:00:22.456384,0.7886581068264066,758,9.47310814799641,depthwise,0.0054005376483142525,8,7,,0.1276085526059374,0.3077093738419869,29.907471873021098,0.8316360367398409,COMPLETE
274,1.7570485781868765,2026-02-12 23:56:15.282456,2026-02-12 23:56:40.027078,0 days 00:00:24.744622,0.830125800867851,758,7.259742089923004,depthwise,0.00546203931951227,8,7,,0.10332587870559748,2.7927396609111845e-06,27.47106434341225,0.8298847817316135,PRUNED
275,1.7532947087182482,2026-02-12 23:56:16.639403,2026-02-12 23:56:39.285576,0 days 00:00:22.646173,0.7552489893747383,745,9.386876030747173,depthwise,0.00549155182777751,8,7,,0.1078350002677923,5.78658059211283e-06,30.263461725190513,0.829998554476623,COMPLETE
276,1.7554963536272654,2026-02-12 23:56:16.966749,2026-02-12 23:56:39.352477,0 days 00:00:22.385728,0.8219672432932578,757,9.431476051372938,depthwise,0.005427788372599056,8,7,,0.10393748805526713,3.955034646635899e-06,29.424311404286822,0.8331236980078678,PRUNED
277,1.7553858576211847,2026-02-12 23:56:17.311778,2026-02-12 23:56:38.986715,0 days 00:00:21.674937,0.8095332122076462,753,9.118462428642424,depthwise,0.005555240600454033,10,7,,0.14534426523580918,1.158202838056273e-06,25.130185189313003,0.8337859068791721,COMPLETE
278,1.755316239104513,2026-02-12 23:56:19.933533,2026-02-12 23:56:45.525366,0 days 00:00:25.591833,0.7744519442544342,758,8.521736756082923,lossguide,0.005561666497504689,10,7,439.0,0.1222612292478814,2.648165277537594e-06,23.739283109698494,0.8338137835585455,COMPLETE
279,1.7550346462934874,2026-02-12 23:56:28.569783,2026-02-12 23:56:53.519121,0 days 00:00:24.949338,0.8013319014912629,758,9.122224325931098,lossguide,0.005629243888995548,8,7,453.0,0.10032807476923235,5.01808718377527e-06,22.43990673123121,0.8319386384305538,COMPLETE
280,1.7544838749933531,2026-02-12 23:56:30.355290,2026-02-12 23:56:56.334584,0 days 00:00:25.979294,0.7808517362026569,737,8.509871470357696,lossguide,0.005634776531987569,10,7,447.0,0.15056620277592178,3.2252611476613668e-06,23.974997652655432,0.8447734651887624,COMPLETE
281,1.7542867961577842,2026-02-12 23:56:30.874189,2026-02-12 23:56:56.049725,0 days 00:00:25.175536,0.7567014018907867,743,8.486810440978816,lossguide,0.00597820700832368,8,7,439.0,0.10208808743821239,3.4506772786925344e-06,23.683266988048263,0.8376908860089747,COMPLETE
282,1.7541849593445373,2026-02-12 23:56:39.075758,2026-02-12 23:57:02.376644,0 days 00:00:23.300886,0.7686992712003362,740,8.49639356391558,depthwise,0.006028230801033025,8,7,,0.13201592537131523,1.649790839068624,22.430482376999013,0.842195772452837,COMPLETE
283,1.7542900308169653,2026-02-12 23:56:39.426692,2026-02-12 23:57:04.973769,0 days 00:00:25.547077,0.5805686197350299,740,8.428480143108148,lossguide,0.006047710000869365,8,7,257.0,0.12412392805563266,2.5201305659305767e-06,22.31497169750917,0.8447903814884341,COMPLETE
284,1.7547487067453376,2026-02-12 23:56:39.437248,2026-02-12 23:57:00.446954,0 days 00:00:21.009706,0.7925649700932228,742,8.496225589259797,depthwise,0.0060610556424714615,8,7,,0.12099009484227867,5.9157021056227355e-06,37.54017779461168,0.8466933278622548,COMPLETE
285,1.7542111031151046,2026-02-12 23:56:40.187269,2026-02-12 23:57:05.347986,0 days 00:00:25.160717,0.7649655908481716,788,8.539757993132962,lossguide,0.006018028465416591,8,7,450.0,0.1002741006179398,5.580596367727262e-06,38.88985140952693,0.8438247537646245,COMPLETE
286,1.7546519385090058,2026-02-12 23:56:45.590406,2026-02-12 23:57:08.473219,0 days 00:00:22.882813,0.7656842157605002,739,8.504082827088691,depthwise,0.006039197193510618,8,7,,0.12149313360021317,2.0683633504415093,37.43336658401907,0.8463845583766967,COMPLETE
287,1.7546883481413351,2026-02-12 23:56:53.608103,2026-02-12 23:57:15.114930,0 days 00:00:21.506827,0.7535427318307958,739,9.81481893287481,depthwise,0.005955307649279434,8,7,,0.11833905376603603,1.8903996596426316,13.448168150453586,0.8454896528340506,COMPLETE
288,1.755217268243343,2026-02-12 23:56:56.119548,2026-02-12 23:57:20.407529,0 days 00:00:24.287981,0.7738732305514834,738,8.454218417668763,lossguide,0.006129787856912156,9,7,284.0,0.1252586827293623,2.084077655704885e-06,37.36649350090414,0.8486028058476153,COMPLETE
289,1.7561752859607367,2026-02-12 23:56:56.438158,2026-02-12 23:57:21.177762,0 days 00:00:24.739604,0.7714657112303619,733,8.45126251829783,lossguide,0.006017435480009158,8,7,279.0,0.11669522471496772,1.6416457737807287e-06,14.31582924174997,0.8456168560851821,PRUNED
290,1.754917397771437,2026-02-12 23:57:00.513128,2026-02-12 23:57:25.427686,0 days 00:00:24.914558,0.7517149935356016,739,8.170009956697777,lossguide,0.006034318192134811,9,7,283.0,0.4272295392826702,6.1808310555872105e-06,19.809230909132822,0.84308867640377,COMPLETE
291,1.7550285392588656,2026-02-12 23:57:02.442371,2026-02-12 23:57:27.072782,0 days 00:00:24.630411,0.757264506787908,739,8.481031116312126,lossguide,0.005966172132507215,8,7,265.0,0.12234721738444555,1.6145896621442374e-06,21.628604004844608,0.8418902433330812,COMPLETE
292,1.7543098545669291,2026-02-12 23:57:05.043211,2026-02-12 23:57:30.473632,0 days 00:00:25.430421,0.7580570016016845,732,8.505122353239692,lossguide,0.005999527297742258,8,7,275.0,0.11853542378152714,1.8640606581235108e-06,17.24175078970119,0.8447411923030129,COMPLETE
293,1.7546899201839543,2026-02-12 23:57:05.421050,2026-02-12 23:57:29.861075,0 days 00:00:24.440025,0.7643530656505516,707,8.486030217560458,lossguide,0.006067366510732434,9,7,277.0,0.10022728953342576,1.2812303904916252e-06,17.01676109004387,0.8445363850946704,COMPLETE
294,1.7553160738541076,2026-02-12 23:57:08.556966,2026-02-12 23:57:33.764906,0 days 00:00:25.207940,0.7568758652526056,712,8.272541664383281,lossguide,0.00599875726949382,9,7,285.0,0.10202349519420166,9.36376136593027e-06,16.950824695500586,0.8408325855439482,COMPLETE
295,1.7550352456912888,2026-02-12 23:57:15.200218,2026-02-12 23:57:38.615974,0 days 00:00:23.415756,0.7312980640414228,727,8.251856348293545,lossguide,0.006018069083585353,9,7,286.0,0.10201682884532542,6.324571238042692e-06,17.12977525096677,0.8422059152846985,COMPLETE
296,1.7554397352623978,2026-02-12 23:57:20.507451,2026-02-12 23:57:41.266325,0 days 00:00:20.758874,0.7280658718800463,783,8.297722787302034,lossguide,0.005806791178249104,8,7,376.0,0.11281545268239675,1.8277414360189846e-06,15.640209199098933,0.8531670627186607,PRUNED
297,1.7557571715768336,2026-02-12 23:57:21.269880,2026-02-12 23:57:41.661597,0 days 00:00:20.391717,0.7498800470453727,786,8.261741810738936,lossguide,0.005848869582293679,9,7,372.0,0.10232711638569356,9.05949485342961e-07,17.896557190281637,0.8551782337634349,PRUNED
298,1.7551340133157112,2026-02-12 23:57:25.514750,2026-02-12 23:57:43.290083,0 days 00:00:17.775333,0.7382490402626021,714,8.27692836080813,lossguide,0.005780873867636403,8,7,375.0,0.10890019812387688,9.128520459126566e-07,17.692448452327426,0.8583030580814157,COMPLETE
